brand,model,device_category,price,rating,cpu_brand,cpu_family,cpu_series,cpu_model,cpu_suffix,cpu_core_count,cpu_thread_count,cpu_p_cores,cpu_e_cores,cpu_lp_e_cores,ram_gb,storage_gb,display_width_px,display_height_px,display_size_inch,gpu_brand,gpu_series,gpu_model,gpu_vram_gb,gpu_type,os_name,warranty_years
asus,Asus Vivobook Go 15 E510KA-EJ011WS,Thin & Light,24990,46,Intel,Celeron,Celeron,N4500,,2,2,,,,8,512,1920,1080,15,Intel,HD,HD Graphics,,Integrated,Windows,1
lenovo,Lenovo IdeaPad Slim 3 82RJ00FGIN,Thin & Light,33290,52,Intel,Core,Core I3,1215U,U,6,8,2,4,,8,512,1920,1080,14,Intel,UHD,UHD Graphics,,Integrated,Windows,1
asus,Asus Chromebook CX1500CKA-NJ0395,General,26999,36,Intel,Celeron,Celeron,N4500,,2,2,,,,8,128,1920,1080,15,Intel,UHD,UHD Graphics,,Integrated,Chrome,1
asus,Asus Vivobook S 15 OLED 2024 S5506MA-MA951WS,Thin & Light,119990,63,Intel,Core Ultra,Core Ultra 9,185H,H,16,22,6,8,2,16,1024,2880,1620,15,Intel,Arc,Arc Graphics,,Integrated,Windows,1
asus,Asus TUF Gaming A15 FA506NC-HN083W,Gaming,57990,66,AMD,Ryzen,Ryzen 5,7535HS,HS,6,12,,,,16,512,1920,1080,15,NVIDIA,GeForce RTX,RTX 3050,4,Dedicated,Windows,1
lenovo,Lenovo IdeaPad 5i 83DT004SIN,General,69990,62,Intel,Core,Core 5,120U,U,10,12,2,8,,16,512,1920,1200,14,Intel,Integrated Graphics,Integrated Graphics,,Integrated,Windows,1
lenovo,Lenovo IdeaPad Slim 3 14IAH8 83EQ0063IN,Thin & Light,48490,53,Intel,Core,Core I5,12450H,H,8,12,4,4,,8,512,1920,1080,14,Intel,UHD,UHD Graphics,,Integrated,Windows,1
lenovo,Lenovo IdeaPad Slim 5 14IMH9 83DA0002IN,Thin & Light,88999,59,Intel,Core Ultra,Core Ultra 5,125H,H,14,18,4,8,2,16,512,1920,1200,14,Intel,Arc,Arc Graphics,,Integrated,Windows,1
asus,Asus Vivobook S 15 OLED 2024 S5507QAD-MA751WS,Thin & Light,84834,53,Snapdragon,Snapdragon,Snapdragon X,Elite X1E 78 100,,12,12,,,,16,1024,2880,1620,15,Qualcomm,Adreno,Adreno GPU,,Integrated,Windows,1
asus,Asus Vivobook 15 X1504VA-NJ540WS,Thin & Light,48990,54,Intel,Core,Core I5,1335U,U,10,12,2,8,,16,512,1920,1080,15,Intel,Iris Xe,Iris Xe Graphics,,Integrated,Windows,1
lenovo,Lenovo IdeaPad 1 14IGL7 82V6009LIN,General,28802,46,Intel,Celeron,Celeron,N4020,,2,2,,,,8,512,1366,768,14,Intel,UHD,UHD Graphics,,Integrated,Windows,1
hp,HP Spectre x360 16-aa0015TU,Convertible,120888,74,Intel,Core Ultra,Core Ultra 7,155H,H,16,22,6,8,2,16,1024,2560,1600,16,Intel,Arc,Arc Graphics,,Integrated,Windows,1
